contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
"63000","مستودع","","وحدة","Commercial","CNT2133479871","Warehouse","","تجاري","458","Authority","2025-10-01","2026-09-30","DANUBE Metro Station","2","1","1","Ibn-e-Battuta Mall","محطة مترو الدانوب","Unit","13","ابن بطوطة مول","1","63000","New","Warehouse","1","Dubai Investment Park First","جديد","مستودع","Expo 2020 Site","Dubai Investment Park First","2025-12-11 23:26:31","موقع إكسبو 2020","7","مجمع دبي للاستثمار الاول","null","333","جهة","مجمع دبي للاستثمار الاول","1"
"90000","غرفتين و صالة","REMRAAM","وحدة","Residential","CRT751284296","2 bed rooms+hall","رمرام","سكني","451","Authority","2017-11-01","2018-10-31","","2","1","1","","","Unit","2","","1","90000","Renew","Flat","1","Remraam","تجديد","شقه","Motor City","Al Hebiah Fifth","2025-12-11 23:26:31","موتور سيتي","842","الحبيه الخامسة","975","138","جهة","رمرام","2"
"22000","أستوديو","","وحدة","Residential","CNT1134753155","Studio","","سكني","362","Person","2019-12-30","2021-01-29","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","11","مول دبي","0","22000","New","Flat","0","","جديد","شقه","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","842","نايف","null","23","شخص","","1"
"2246400","غرفة و صالة","","وحدة","Residential","CNT295560120","1bed room+Hall","","سكني","459","Authority","2015-01-15","2016-04-14","","2","208","190","","","Unit","1","","1","1797120","New","Flat","1","Dubai Investment Park Second","جديد","شقه","Expo 2020 Site","Dubai Investment Park Second","2025-12-11 23:26:31","موقع إكسبو 2020","842","مجمع دبي للاستثمار الثاني","null","17","جهة","مجمع دبي للاستثمار الثاني","1"
"32027","غرفة و صالة","","وحدة","Residential","CNT1249582751","1bed room+Hall","","سكني","357","Person","2020-08-01","2021-06-30","Airport Free Zone","2","1","1","City Centre Mirdif","المنطقة الحرة بالمطار","Unit","1","سيتي سنتر مردف","0","34939","New","Flat","0","","جديد","شقه","Dubai International Airport","AL TWAR FIFTH","2025-12-11 23:26:31","مطار دبي الدولي","842","الطوار الخامسة","null","62","شخص","","1"
"30000","محل","","وحدة","Commercial","CNT104511581","Shop","","تجاري","339","Person","2013-01-01","2013-12-31","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","421","مول دبي","0","30000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","1","المرر","null","20","شخص","","2"
"90000","غرفتين و صالة","Park Point","وحدة","Residential","CRT2034971017","2 bed rooms+hall","بارك بوينت","سكني","482","Person","2022-11-20","2023-11-19","First Abu Dhabi Bank Metro Station","2","1","1","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Unit","2","مول الإمارات","0","90000","Renew","Flat","1","Dubai Hills Estate","تجديد","شقه","Burj Al Arab","Hadaeq Sheikh Mohammed Bin Rashid","2025-12-11 23:26:31","برج العرب","842","حدائق الشيخ محمد بن راشد","1812","95","شخص"," دبي هيلز استيت  ","2"
"96000","غرفه سكن عمال","","وحدة","Residential","CNT2069287037","Room in labor Camp","","سكني","347","Authority","2022-08-06","2023-08-05","Noor Bank Metro Station","2","5","2","Dubai Mall","محطة مترو نور بنك","Unit","12","مول دبي","1","96000","New","Labor Camps","0","","جديد","سكن عمال","Downtown Dubai","Al Goze Third","2025-12-11 23:26:31","وسط مدينة دبي","4","القوز الثالثه","null","15","جهة","","1"
"70000","مكتب","","وحدة","Commercial","CNT505541662","Office","","تجاري","267","Person","2016-08-10","2017-08-09","Al Fahidi Metro Station","2","1","1","Dubai Mall","محطة مترو الفهيدي","Unit","422","مول دبي","0","70000","Renew","Office","0","","تجديد","مكتب","Burj Khalifa","Al Raffa","2025-12-11 23:26:31","برج خليفة","2","الرفاعه","null","70","شخص","","2"
"33000","غرفة و صالة","","وحدة","Residential","CNT1390820020","1bed room+Hall","","سكني","301","Person","2021-03-20","2022-03-31","STADIUM Metro Station","2","1","1","City Centre Mirdif","محطة مترو الاستاد","Unit","1","سيتي سنتر مردف","0","33000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Nahda Second","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الثانيه","null","93","شخص","","2"
"170000","ثمانية غرف و صالة","","فيلا","Residential","CNT1066044312","8 bed rooms+hall","","سكني","231","Person","2019-07-10","2020-07-09","Al Qiyadah Metro Station","4","1","1","","محطة مترو القيادة","Villa","8","","0","170000","Renew","Villa","0","","تجديد","فيلا","Dubai International Airport","Al Mamzer","2025-12-11 23:26:31","مطار دبي الدولي","841","الممزر","null","1052","شخص","","2"
"8000","غرفتين و صالة","","وحدة","Residential","CNT2090162521","2 bed rooms+hall","","سكني","355","Person","2023-07-04","2023-09-03","STADIUM Metro Station","2","1","1","City Centre Mirdif","محطة مترو الاستاد","Unit","2","سيتي سنتر مردف","0","48000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Nahda First","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الاولى","null","95","شخص","","2"
"330000","خمسة غرف و صالة","","فيلا","Residential","CNT2061780866","5 bed rooms+hall","","سكني","393","Person","2023-02-01","2024-01-31","First Abu Dhabi Bank Metro Station","4","1","1","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Villa","5","مول الإمارات","0","330000","Renew","Villa","0","","تجديد","فيلا","Burj Al Arab","Al Barsha Second","2025-12-11 23:26:31","برج العرب","841","البرشاء الثانيه","null","1356","شخص","","2"
"155000","ثلاثة غرفة و صالة","","فيلا","Residential","CNT875977783","3 bed rooms+hall","","سكني","368","Person","2018-11-15","2019-11-14","Sharaf Dg Metro Station","4","1","1","Mall of the Emirates","محطة مترو شرف دي جي","Villa","3","مول الإمارات","0","155000","New","Villa","0","","جديد","فيلا","Burj Al Arab","Al Barsha First","2025-12-11 23:26:31","برج العرب","841","البرشاء الاولى","null","271","شخص","","1"
"17000","أستوديو","","وحدة","Residential","CNT1778256535","Studio","","سكني","343","Person","2021-12-15","2022-12-14","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","11","سيتي سنتر مردف","0","17000","New","Flat","1","International City Phase 1","جديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","45","شخص","المدينة العالمية - المرحلة الاولى","1"
"80000","مكتب","CITADEL TOWER","وحدة","Commercial","CRT2014208107","Office","برج سيتادل","تجاري","526","Authority","2022-02-01","2023-01-31","Business Bay Metro Station","2","2","1","Dubai Mall","محطة مترو الخليج التجاري","Unit","422","مول دبي","1","80000","New","Office","1","Business Bay","جديد","مكتب","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","2","الخليج التجارى","45","82","جهة","الخليج التجاري","1"
"131250","اربعة غرف و صالة","","فيلا","Residential","CNT2130148561","4 bed rooms+hall","","سكني","232","Person","2025-02-01","2026-01-31","Etisalat Metro Station","4","1","1","City Centre Mirdif","محطة مترو اتصالات","Villa","4","سيتي سنتر مردف","0","131250","Renew","Villa","0","","تجديد","فيلا","Dubai International Airport","Mirdif","2025-12-11 23:26:31","مطار دبي الدولي","841","مردف","null","319","شخص","","2"
"78000","غرفتين و صالة","","وحدة","Residential","CNT1278834892","2 bed rooms+hall","","سكني","271","Person","2020-08-16","2021-09-30","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","2","مول دبي","0","78000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Karama","2025-12-11 23:26:31","مطار دبي الدولي","842","الكرامه","null","148","شخص","","2"
"60000","غرفة و صالة","","وحدة","Residential","CNT815539038","1bed room+Hall","","سكني","307","Person","2018-06-01","2019-06-30","Dubai Internet City","2","1","1","Mall of the Emirates","مدينة دبي للإنترنت","Unit","1","مول الإمارات","0","55385","Renew","Flat","1","Sufouh Gardens","تجديد","شقه","Burj Al Arab","Al Safouh First","2025-12-11 23:26:31","برج العرب","842","الصفوح الاولى","null","58","شخص","حدائق الصفوح","2"
"31383","غرفتين و صالة","","وحدة","Residential","CNT105779601","2 bed rooms+hall","","سكني","361","Person","2013-01-31","2014-01-30","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","31383","New","Flat","0","","جديد","شقه","Dubai International Airport","Muhaisanah Fourth","2025-12-11 23:26:31","مطار دبي الدولي","842","محيصنه الرابعه","null","107","شخص","","1"
"49500","غرفة و صالة","","وحدة","Residential","CNT1267995922","1bed room+Hall","","سكني","445","Person","2020-08-01","2021-07-31","Harbour Tower","2","1","1","Ibn-e-Battuta Mall","برج هاربور","Unit","1","ابن بطوطة مول","0","49500","Renew","Flat","1","Discovery Gardens","تجديد","شقه","Sports City Swimming Academy","Jabal Ali First","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","جبل علي الأولى","null","76","شخص","الحدائق المكتشفة","2"
"750000","سكن عمال","","وحدة افتراضية","Residential","CNT363122334","Labor Camp","","سكني","372","Authority","2015-10-01","2016-09-30","Noor Bank Metro Station","5","25","19","Mall of the Emirates","محطة مترو نور بنك","Virtual Unit","38","مول الإمارات","1","750000","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","null","جهة","","1"
"77219","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2132438480","Room in labor Camp","","سكني","360","Authority","2025-03-15","2026-03-14","Etisalat Metro Station","5","27","21","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","12","سيتي سنتر مردف","1","77219","New","Labor Camps","0","","جديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","1"
"2476800","غرفه سكن عمال","","وحدة","Residential","CNT1192706304","Room in labor Camp","","سكني","347","Authority","2020-03-12","2021-05-31","Noor Bank Metro Station","2","258","5","Dubai Mall","محطة مترو نور بنك","Unit","12","مول دبي","1","2029448","New","Labor Camps","0","","جديد","سكن عمال","Downtown Dubai","Al Goze Third","2025-12-11 23:26:31","وسط مدينة دبي","4","القوز الثالثه","null","11","جهة","","1"
"26000","مكتب","","وحدة افتراضية","Commercial","CNT1069585677","Office","","تجاري","234","Authority","2019-08-04","2020-08-03","Al Qiyadah Metro Station","5","1","1","City Centre Mirdif","محطة مترو القيادة","Virtual Unit","422","سيتي سنتر مردف","1","26000","New","Office","0","","جديد","مكتب","Dubai International Airport","Hor Al Anz East","2025-12-11 23:26:31","مطار دبي الدولي","2","هور العنز شرق","null","null","جهة","","1"
"69000","غرفتين و صالة","TORCH TOWER","وحدة","Residential","CRT1785245186","2 bed rooms+hall","برج الشعلة","سكني","330","Person","2021-12-02","2022-12-01","Marina Towers","2","1","1","Marina Mall","ابراج مارينا","Unit","2","مارينا مول","0","69000","Renew","Flat","1","Dubai Marina","تجديد","شقه","Burj Al Arab","Marsa Dubai","2025-12-11 23:26:31","برج العرب","842","مرسى دبي","257","117","شخص","دبي مارينا","2"
"189000","ثلاثة غرفة و صالة","JUMEIRAH PARK ","فيلا","Residential","CRT399849846","3 bed rooms+hall","جميرا بارك","سكني","350","Person","2016-02-01","2017-01-31","Harbour Tower","4","1","1","Ibn-e-Battuta Mall","برج هاربور","Villa","3","ابن بطوطة مول","0","189000","Renew","Villa","1","Jumeirah Park","تجديد","فيلا","Sports City Swimming Academy","Al Thanyah Fifth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","841","الثنيه الخامسة","1282","506","شخص","جميرا بارك","2"
