procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
"Sell","FAIRMONT PALM RESIDENCE","المساكن الشمالية","7300000","Residential","1","11","60","404.54","بيع","2022-08-18","فيرمونت بالم رزيدنس","THE RESIDENCES NORTH","سكني","410","3","Palm Jumeirah","1","18045.19","مبايعات","Marina Mall","0","نخلة جميرا","1","1","Sales","مارينا مول","1-11-2022-19794","بنتهاوس","null","Unit","Palm Jumeirah","Burj Al Arab","PENTHOUSE","Palm Jumeirah","وحدة","1","2026-02-26 10:09:51","برج العرب","نخلة جميرا","Existing Properties","Flat","390","null","العقارات القائمة","شقه سكنيه","نخلة جميرا"
"Sell - Pre registration","REMRAAM","الثمام 30","939226","Residential","0","102","60","96.34","بيع - تسجيل مبدئى","2009-07-15","رمرام","AL THAMAM 30","سكني","451","3","null","1","9749.08","مبايعات","null","0","null","1","1","Sales","null","1-102-2008-47484","غرفتين","null","Unit","Remraam","Motor City","2 B/R","Al Hebiah Fifth","وحدة","1","2026-02-26 10:09:51","موتور سيتي","الحبيه الخامسة","Off-Plan Properties","Flat","975","null","على الخارطة","شقه سكنيه","رمرام"
"Modify Mortgage","Maple III","null","2880000","Residential","1","14","4","281.16","تعديل رهن","2022-11-21"," III ميبل","null","سكني","482","4","First Abu Dhabi Bank Metro Station","0","10243.28","رهون","Mall of the Emirates","0","محطة مترو بنك أبوظبي الأول","1","1","Mortgages","مول الإمارات","2-14-2022-1200","أربع غرف","null","Villa","DUBAI HILLS - MAPLE 3","Global Village","4 B/R","Hadaeq Sheikh Mohammed Bin Rashid","فيلا","2","2026-02-26 10:09:51","قرية عالمية","حدائق الشيخ محمد بن راشد","Existing Properties","Villa","1899","null","العقارات القائمة","فيلا","دبي هيليز - مابل 3"
"Sell - Pre registration","Bluewaters Bay ","بلوواترز با ي - مبنى 1","3294000","Residential","0","102","60","74.23","بيع - تسجيل مبدئى","2023-07-05","بلوواترز باي","Bluewaters Bay - Building 1","سكني","330","3","null","1","44375.59","مبايعات","null","0","null","2","1","Sales","null","1-102-2023-31569","غرفة","null","Unit","null","null","1 B/R","Marsa Dubai","وحدة","1","2026-02-26 10:09:51","null","مرسى دبي","Off-Plan Properties","Flat","2530","null","على الخارطة","شقه سكنيه","null"
"Sell - Pre registration","SERENA BELLA CASA","null","1649000","Residential","0","102","4","203","بيع - تسجيل مبدئى","2017-02-27","سيرينا - بيلا كازا","null","سكني","463","4","null","0","8123.15","مبايعات","null","0","null","1","1","Sales","null","1-102-2017-5205","ثلاث غرف","null","Villa","800 Villas","Hamdan Sports Complex","3 B/R","Wadi Al Safa 7","فيلا","1","2026-02-26 10:09:51","مجمع حمدان الرياضي","وادي الصفا 7","Off-Plan Properties","Villa","1598","null","على الخارطة","فيلا","800 فيلا"
"Sell - Pre registration","Reem by vision","ريم باي فيجن","783200","Residential","0","102","60","65.79","بيع - تسجيل مبدئى","2025-07-21","ريم باي فيجن","Reem by vision","سكني","464","3","null","1","11904.54","مبايعات","null","0","null","1","1","Sales","null","1-102-2025-64511","غرفة","null","Unit","Liwan1","IMG World Adventures","1 B/R","Wadi Al Safa 2","وحدة","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","وادي الصفا 2","Off-Plan Properties","Flat","3612","null","على الخارطة","شقه سكنيه","ليوان 1"
"Sell - Pre registration","Peninsula Two","بينينسولا تو","1600000","Residential","0","102","60","57.59","بيع - تسجيل مبدئى","2025-01-23","بينينسولا تو","Peninsula Two","سكني","526","3","Business Bay Metro Station","1","27782.6","مبايعات","Dubai Mall","0","محطة مترو الخليج التجاري","1","2","Sales","مول دبي","1-102-2025-5322","غرفة","null","Unit","Business Bay","Downtown Dubai","1 B/R","Business Bay","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","الخليج التجارى","Off-Plan Properties","Flat","2318","null","على الخارطة","شقه سكنيه","الخليج التجاري"
"Development Registration","null","سبرينج","1418255","Residential","1","133","60","119.02","تسجيل حق منفعة","2010-12-06","null","Spring","سكني","285","3","null","1","11916.11","مبايعات","null","0","null","1","1","Sales","null","1-133-2010-415","غرفتين","null","Unit","Silicon Oasis","IMG World Adventures","2 B/R","Nad Al Shiba","وحدة","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","ند الشبا","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","واحة السيليكون"
"Sell","Sobha Hartland One Park Avenue ","شوبا هارتلاند ون بارك افينيو","1800000","Residential","1","11","60","108.8","بيع","2024-02-22","شوبا هارتلاند ون بارك افينيو","Sobha Hartland One Park Avenue","سكني","412","3","Buj Khalifa Dubai Mall Metro Station","1","16544.12","مبايعات","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Sales","مول دبي","1-11-2024-6556","غرفتين","null","Unit","SOBHA HARTLAND","Downtown Dubai","2 B/R","Al Merkadh","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","المركاض","Existing Properties","Flat","2166","null","العقارات القائمة","شقه سكنيه","شوبها هارتلاند"
"Sell - Pre registration","THE ADDRESS DUBAI OPERA","العنوان رزيدنسز دبي اوبرا  T2","3237888","Residential","0","102","60","111.01","بيع - تسجيل مبدئى","2017-02-27","العنوان أوبرا دبي","The Address Residences Dubai Opera T2","سكني","390","3","Buj Khalifa Dubai Mall Metro Station","1","29167.53","مبايعات","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Sales","مول دبي","1-102-2017-4009","غرفتين","null","Unit","DownTown Dubai","Burj Khalifa","2 B/R","Burj Khalifa","وحدة","1","2026-02-26 10:09:51","برج خليفة","برج خليفة","Off-Plan Properties","Flat","1695","null","على الخارطة","شقه سكنيه","داون تاون دبي"
"Mortgage Registration","Canal Front Residences-CF7 & CF8 & CF9","قنال فرونت 7 - بي","1920000","Residential","1","13","60","149.26","تسجيل رهن","2025-04-09"," CF7&CF8&CF9-قنال فرونت ريزيدنسز ","CF7 - B","سكني","364","3","Business Bay Metro Station","1","12863.46","رهون","Dubai Mall","0","محطة مترو الخليج التجاري","1","1","Mortgages","مول دبي","2-13-2025-9239","غرفتين","null","Unit","Dubai Water Canal","Burj Khalifa","2 B/R","Al Wasl","وحدة","2","2026-02-26 10:09:51","برج خليفة","الوصل","Existing Properties","Flat","2363","null","العقارات القائمة","شقه سكنيه","قناة دبي المائية"
"Sell","Serena - Casa Viva ","null","3550000","Residential","1","11","4","272.12","بيع","2026-01-27","سيرينا - كاسا فيفا","null","سكني","463","4","null","0","13045.72","مبايعات","null","0","null","2","2","Sales","null","1-11-2026-3638","ثلاث غرف","null","Villa","800 Villas","Hamdan Sports Complex","3 B/R","Wadi Al Safa 7","فيلا","1","2026-02-26 10:09:51","مجمع حمدان الرياضي","وادي الصفا 7","Existing Properties","Villa","1873","null","العقارات القائمة","فيلا","800 فيلا"
"Sell","null","null","4785000","Residential","1","11","null","820.8","بيع","2020-02-21","null","null","سكني","434","4","First Abu Dhabi Bank Metro Station","0","5829.68","مبايعات","Mall of the Emirates","0","محطة مترو بنك أبوظبي الأول","2","2","Sales","مول الإمارات","1-11-2020-2010","null","null","Villa","Arabian Ranches - 1","Motor City","null","Wadi Al Safa 6","فيلا","1","2026-02-26 10:09:51","موتور سيتي","وادي الصفا 6","Existing Properties","null","null","null","العقارات القائمة","null","المرابع العربية - 1"
"Modify Mortgage","null","لينكس كانال","855000","Residential","1","14","60","82.4","تعديل رهن","2016-09-06","null","LINKS CANAL","سكني","351","3","Nakheel Metro Station","0","10376.21","رهون","Marina Mall","0","محطة مترو النخيل","1","1","Mortgages","مارينا مول","2-14-2016-965","غرفة","null","Unit","The Greens","Burj Al Arab","1 B/R","Al Thanyah Third","وحدة","2","2026-02-26 10:09:51","برج العرب","الثنيه الثالثة","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","الروضة"
"Sell - Pre registration","burj capital ","برج كابيتال","5415300","Commercial","0","102","42","142.45","بيع - تسجيل مبدئى","2025-08-26","برج كابيتال","burj capital","تجاري","526","3","Business Bay Metro Station","1","38015.44","مبايعات","Dubai Mall","0","محطة مترو الخليج التجاري","1","1","Sales","مول دبي","1-102-2025-80584","null","null","Unit","Business Bay","Downtown Dubai","null","Business Bay","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","الخليج التجارى","Off-Plan Properties","Office","3659","null","على الخارطة","مكتب","الخليج التجاري"
"Sell - Pre registration","ONE PARK CENTRAL BY IMAN","1 بارك سنترال باي ايمان","1102763","Residential","0","102","60","67.98","بيع - تسجيل مبدئى","2024-09-30","  بارك سنترال باي ايمان  1 ","ONE PARK CENTRAL BY IMAN","سكني","441","3","Nakheel Metro Station","1","16221.87","مبايعات","Marina Mall","0","محطة مترو النخيل","1","1","Sales","مارينا مول","1-102-2024-78281","غرفة","null","Unit","Jumeirah Village Circle","Sports City Swimming Academy","1 B/R","Al Barsha South Fourth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","البرشاء جنوب الرابعة","Off-Plan Properties","Flat","2969","null","على الخارطة","شقه سكنيه","قرية جميرا الدائرية"
"Sell - Pre registration","Serra","سيرا البرج 3","1360000","Residential","0","102","60","69.87","بيع - تسجيل مبدئى","2024-10-08","سيرا","Serra Tower 3","سكني","466","3","null","1","19464.72","مبايعات","null","0","null","2","1","Sales","null","1-102-2024-81217","غرفة","null","Unit","null","null","1 B/R","Wadi Al Safa 4","وحدة","1","2026-02-26 10:09:51","null","وادي الصفا 4","Off-Plan Properties","Flat","3076","null","على الخارطة","شقه سكنيه","null"
"Mortgage Registration","REMRAAM","الرمث 43","350000","Residential","1","13","60","62.13","تسجيل رهن","2014-08-19","رمرام","AL RAMTH 43","سكني","451","3","null","1","5633.35","رهون","null","0","null","1","1","Mortgages","null","2-13-2014-6160","غرفة","null","Unit","Remraam","Motor City","1 B/R","Al Hebiah Fifth","وحدة","2","2026-02-26 10:09:51","موتور سيتي","الحبيه الخامسة","Existing Properties","Flat","975","null","العقارات القائمة","شقه سكنيه","رمرام"
"Sell","null","null","3350000","Residential","1","11","null","1393.55","بيع","2003-12-30","null","null","سكني","315","4","First Abu Dhabi Bank Metro Station","0","2403.93","مبايعات","Mall of the Emirates","0","محطة مترو بنك أبوظبي الأول","1","2","Sales","مول الإمارات","1-11-2003-1979","null","null","Villa","null","Burj Al Arab","null","Al Manara","فيلا","1","2026-02-26 10:09:51","برج العرب","المناره","Existing Properties","null","null","null","العقارات القائمة","null","null"
"Sell","TOWN SQUARE SAFI","تاون سكوير صافي 1 بي ","285000","Residential","1","11","60","30.67","بيع","2022-09-27","تاون سكوير صافي","TOWN SQUARE SAFI 1B","سكني","507","3","null","1","9292.47","مبايعات","null","0","null","1","2","Sales","null","1-11-2022-23438","استوديو","null","Unit","TOWN SQUARE","Dubai Cycling Course","Studio","Al Yelayiss 2","وحدة","1","2026-02-26 10:09:51","دورة دبي للدراجات","اليلايس 2","Existing Properties","Flat","1646","null","العقارات القائمة","شقه سكنيه","تاون سكوير"
"Sell","null","null","2300055","Residential","1","11","null","464.53","بيع","2009-12-24","null","null","سكني","364","1","null","0","4951.36","مبايعات","null","0","null","1","1","Sales","null","1-11-2009-2290","null","null","Land","null","null","null","Al Wasl","أرض","1","2026-02-26 10:09:51","null","الوصل","Existing Properties","null","null","null","العقارات القائمة","null","null"
