Quarter,الشهر,الربع السنوي,Description,Item_id2,HeaderField_Id,Title,العنوان,Quarter_Number,Month,Type,الوصف,Year,Value,Month_Number,Item_id,النوع
"Third Quarter","يوليو","الربع الثالث","---","370481","8902","Number","العدد","3","July","Multi-Storey Buildings","إضافات وتعديلات","2010","102","7","6722","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8903","Number","العدد","3","July","Multi-Storey Buildings","بناء جديد","2010","5","7","6722","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Multi-Storey Buildings","إضافات وتعديلات","2010","257751.7","7","6723","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Multi-Storey Buildings","بناء جديد","2010","356361","7","6723","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370482","8902","Number","العدد","3","July","Floor Area Ratio Buildings","إضافات وتعديلات","2010","43","7","6724","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370482","8903","Number","العدد","3","July","Floor Area Ratio Buildings","بناء جديد","2010","1","7","6724","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Floor Area Ratio Buildings","إضافات وتعديلات","2010","984120.4","7","6725","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Floor Area Ratio Buildings","بناء جديد","2010","468366.7","7","6725","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8902","Number","العدد","3","August","Private Villa","إضافات وتعديلات","2010","681","8","6714","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8903","Number","العدد","3","August","Private Villa","بناء جديد","2010","282","8","6714","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Private Villa","إضافات وتعديلات","2010","167441.4","8","6715","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Private Villa","بناء جديد","2010","1444565.9","8","6715","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8902","Number","العدد","3","August","Investment Villa","إضافات وتعديلات","2010","38","8","6716","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8903","Number","العدد","3","August","Investment Villa","بناء جديد","2010","5","8","6716","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Investment Villa","إضافات وتعديلات","2010","46020","8","6717","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Investment Villa","بناء جديد","2010","88480","8","6717","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8902","Number","العدد","3","August","Industrial Buildings","إضافات وتعديلات","2010","42","8","6718","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8903","Number","العدد","3","August","Industrial Buildings","بناء جديد","2010","8","8","6718","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Industrial Buildings","إضافات وتعديلات","2010","58852","8","6719","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Industrial Buildings","بناء جديد","2010","1573972","8","6719","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8902","Number","العدد","3","August","Public Buildings","إضافات وتعديلات","2010","91","8","6720","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8903","Number","العدد","3","August","Public Buildings","بناء جديد","2010","16","8","6720","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Public Buildings","إضافات وتعديلات","2010","-5942.8","8","6721","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Public Buildings","بناء جديد","2010","45795.1","8","6721","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8902","Number","العدد","3","August","Multi-Storey Buildings","إضافات وتعديلات","2010","129","8","6722","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8903","Number","العدد","3","August","Multi-Storey Buildings","بناء جديد","2010","6","8","6722","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Multi-Storey Buildings","إضافات وتعديلات","2010","-15222.9","8","6723","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Multi-Storey Buildings","بناء جديد","2010","117533.8","8","6723","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8902","Number","العدد","3","August","Floor Area Ratio Buildings","إضافات وتعديلات","2010","40","8","6724","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8903","Number","العدد","3","August","Floor Area Ratio Buildings","بناء جديد","2010","3","8","6724","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Floor Area Ratio Buildings","إضافات وتعديلات","2010","4047","8","6725","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Floor Area Ratio Buildings","بناء جديد","2010","631268.2","8","6725","مباني نسب طابقية"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8902","Number","العدد","3","September","Private Villa","إضافات وتعديلات","2010","566","9","6714","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8903","Number","العدد","3","September","Private Villa","بناء جديد","2010","101","9","6714","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Private Villa","إضافات وتعديلات","2010","243790.5","9","6715","فلل خاصة"
