zoning_authority_ar,project_status,developer_name,master_developer_number,project_type_ar,project_classification_ar,area_id,project_name,project_end_date,escrow_agent_name,no_of_buildings,project_id,project_status_ar,developer_number,developer_id,project_start_date,project_type_id,no_of_lands,master_project_en,no_of_units,no_of_villas,project_classification_id,area_name_en,property_id,cancellation_date,zoning_authority_id,percent_completed,master_developer_id,escrow_agent_id,area_name_ar,project_number,project_description_en,master_developer_name,zoning_authority_en,completion_date,master_project_ar,project_description_ar
"تراخيص","FINISHED","قرية جميرا (ش.ذ.م.م)","102","عادي","مباني","441","لوما22","2024-09-30","بنك دبي التجاري (ش.م.ع)","2","458927970","منجز","1213","139871001","2022-12-01","1","0","Jumeirah Village Circle","407","0","1","Al Barsha South Fourth","668387877","null","4","100","102","10","البرشاء جنوب الرابعة","2518","B+G(Common) 2x 4floors+R Residential, The project designed to have a concrete structure and block with internal and external finishes.","قرية جميرا (ش.ذ.م.م)","Trakhees","2024-09-30","قرية جميرا الدائرية","N/A"
"بلدية دبي","PENDING","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","405","ريفيرتون هاوس","2027-12-31","البنك الاهلي الكويتي ش . م. ك.ع فرع دبي","0","800949600","قيد التسجيل","1117","27458061","2025-09-01","1","0","","0","0","1","Bukadra","249130545","null","1","0","53873272","18","بوكدرة","4036","residential building consisting of ( B+G+4P+19+R )","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","","residential building consisting of ( B+G+4P+19+R )"
"تراخيص","ACTIVE","شركة نخيل (ش.م.خ)","100","عادي","مباني","445","SD كاليفورنيا 2 بواسطة ","2026-10-31","بنك دبي التجاري (ش.م.ع)","1","568062237","فعال","1688","531307223","2024-04-30","1","0","Discovery Gardens","155","0","1","Jabal Ali First","541696344","null","4","5","100","10","جبل علي الأولى","2883","G+2P+10+R,The project designed to have a concrete structure and block with internal and external finishes.","شركة نخيل (ش.م.خ)","Trakhees","2026-10-31","الحدائق المكتشفة","N/A"
"بلدية دبي","ACTIVE","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مجمع فلل","465","دا وودلاند ريزيدنسز","2026-04-08","بنك ابوظبى التجارى","0","557892116","فعال","1753","550067044","2024-04-08","1","0","Mohammed Bin Rashid AL Maktoum District 11","0","30","3","Wadi Al Safa 3","2010832490","null","1","9","53873272","5","وادي الصفا 3","2854","G+2 Residential Villas","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","2026-04-08","مدينة محمد بن راشد آل مكتوم – ديستركت 11","N/A"
"بلدية دبي","FINISHED","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","412","عزيزي ريفييرا 4","2022-09-30","مصرف عجمان/ ش.م.ع","1","135942190","منجز","1002","12595870","2017-10-01","1","0","Meydan One Community","212","0","1","Al Merkadh","1051250414","null","1","100","53873272","29766834","المركاض","1942","PROJECT CONSISTS OF 2B+G+9+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN AL MERKADH. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","2022-10-31","مجمع ميدان ون","المشروع عبارة عن   2B+G+9+R  بناية سكنية مع محلات تجارية في الطابق الأرضي  يقع في منطقة لمركاض  المشروع مصمم من هيكل خرساني وطابوق مع تشطيباته الداخلية والخارجية  "
"تراخيص","PENDING","شركة نخيل (ش.م.خ)","100","عادي","فلل","411","نخلة جبل علي - ذا بيتش آند كورال كوليكشن ","2028-12-04","بنك راس الخيمه الوطنى ش.م.ع","0","815132722","قيد التسجيل","104","104","2025-12-05","1","0","Palm Jabal Ali","0","0","2","Palm Jabal Ali","1291259712","null","4","0","100","647733814","نخلة جبل علي","4091","Residential project consists of 44 G + 2 villas, including 10 Nos 5-Bedroom and 28 Nos 6-Bedroom and 6 Nos 7-Bedroom","شركة نخيل (ش.م.خ)","Trakhees","null","نخلة جبل علي"," مشروع سكني يتكون من 44 أرضي + 2 فيلا، بما في ذلك 10 فيلا من 5 غرف نوم و28 فيلا من 6 غرف نوم و6 فيلا من 7 غرف نوم "
"تراخيص","FINISHED","شركة النخلة - جميرا (ش.ذ.م.م)","103","عادي","مباني","410","بالم كوتور","2018-03-28","بنك دبي الاسلامي (شركة مساهمة عامة)","1","12813853","منجز","1175","47396662","2014-04-06","1","0","Palm Jumeirah","15","0","1","Palm Jumeirah","538809276","null","4","100","103","1","نخلة جميرا","1529","PROJECT CONSISTS OF B+G+9+R RESIDENTIAL APARTMENTS LOCATED IN PALM JUMEIRAH. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.","شركة النخلة - جميرا (ش.ذ.م.م)","Trakhees","2015-12-31","نخلة جميرا",".B+G+9+R المشروع عبارة عن شقق سكنية  في منطقة نخلة جميرا مكون من   . التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية  "
"بلدية دبي","NOT_STARTED","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","405","باركواي باي برستيج ون","2028-01-31","بنك الإمارات دبي الوطني (ش.م.ع)","1","653751255","تحت الانشاء","2020","644052937","2025-02-01","1","0","","274","0","1","Bukadra","90333170","null","1","0","53873272","7","بوكدرة","3272","G+4P+28+Roof, (Residential Building)","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","","أرضي + 4 ف + 28 + روف، (مبنى سكني)"
"بلدية دبي","FINISHED","شركة نخيل (ش.م.خ)","100","عادي","مباني","350","امجو أيكون","2009-04-27","","1","155","منجز","61","61","2008-11-08","1","0","Jumeirah Lakes Towers","246","0","1","Al Thanyah Fifth","623592672","null","1","100","100","null","الثنيه الخامسة","155"," ","شركة نخيل (ش.م.خ)","Dubai Municipality","2009-04-27"," ابراج بحيرات الجميرا"," "
"سلطة دبي للتطوير","FINISHED","إعمار للتطوير (مساهمة عامة)","1211","عادي","مباني","330","سنرايز بي","2021-10-31","بنك ابوظبى التجارى","3","161689957","منجز","1211","137044480","2018-06-07","1","0","Dubai Harbour","461","0","1","Marsa Dubai","429926888","null","2","100","137044480","5","مرسى دبي","2025"," Podium: G  + 5 P  TOWER 1: G + 24 F + 2 MECH + R  TOWER2: G + 24 F + 2 MECH + R  Comprising 457 residential Apartments & 4 retail units","إعمار للتطوير (مساهمة عامة)","Dubai Development Authority (DDA)","2021-10-31","دبي هاربر","مبنى طابق ارضي + 5 بوديوم  برج  1 : ارضي +  24 طابق  + طابق عدد 2 خدمات ميكانيكية + سطح  برج 2 : ارضي + 24 طابق + طابق عدد 2 خدمت ميكانيكية + سطح  يضمن 457 وحدة سكنية بالإضافة الى 4 وحدات تجارية ."
"سلطة واحة دبي للسيليكون","FINISHED","سلطة دبي للمناطق الإقتصادية المتكاملة","344","عادي","مباني","484","بن غاطي فيوز","2017-04-20","مصرف الشارقه الاسلامى","1","25732410","منجز","1051","15782130","2015-04-20","1","0","Silicon Oasis","174","0","1","Nadd Hessa","1026370635","null","3","100","344","16","ند حصة","1689","Residential Building B+G+9+HC (with B+3P attached Parking). ","سلطة دبي للمناطق الإقتصادية المتكاملة","Dubai Silicon Oasis Authority","2017-04-20","واحة السيليكون","مبنى سكني في واحة السيليكون مكون من سرداب + طابق ارضي + 9 طوابق + مركز صحي مع 3 طوابق و سرداب لمواقف السيارات متصلة بالمبنى "
"سلطة دبي للتطوير","ACTIVE","واحة الجزيرة العقارية (ش.ذ.م.م)","921","عادي","مباني","451","داماك لاجونز - لاجون فيوز 5","null","مصرف ابوظبى الاسلامى","1","581732445","فعال","921","921","2024-04-22","1","0","","48","0","1","Al Hebiah Fifth","1204722085","null","2","10","921","4","الحبيه الخامسة","2944","Project consists of 1 Residential Tower of G+6+R floors. It is designed to have a concrete structure and block with internal and external finishes","واحة الجزيرة العقارية (ش.ذ.م.م)","Dubai Development Authority (DDA)","null","","يتكون المشروع من برج سكني مكون من G+6+R. وهي مصممة بحيث يكون لها هيكل خرساني وكتلة ذات تشطيبات داخلية وخارجية"
"سلطة دبي للتطوير","NOT_STARTED","الياس و مصطفى كلداري لإدارة الاستثمار و التطوير (ش.ذ.م.م)","372","عادي","مباني","466","عزيزي ميلان 9","2027-05-30","بنك ابوظبى التجارى","1","753904418","تحت الانشاء","1002","12595870","2025-05-01","1","0","","991","0","1","Wadi Al Safa 4","761834636","null","2","0","372","5","وادي الصفا 4","3735","PROPOSED (3B+G+5P+42+Roof) MIXED USE (RESIDENTIAL+COMMERCIAL)","الياس و مصطفى كلداري لإدارة الاستثمار و التطوير (ش.ذ.م.م)","Dubai Development Authority (DDA)","null","","PROPOSED (3B+G+5P+42+Roof) MIXED USE (RESIDENTIAL+COMMERCIAL)"
"تراخيص","FINISHED","قرية جميرا (ش.ذ.م.م)","102","عادي","مباني","441","شايما بريمير","2019-04-09","بنك ابوظبى التجارى","1","139848299","منجز","1166","42863925","2017-02-23","1","0","Jumeirah Village Circle","96","0","1","Al Barsha South Fourth","1161919141","null","4","100","102","5","البرشاء جنوب الرابعة","1971","PROJECT CONSISTS OF B+G+P+4+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN AL BARSHA SOUTH FOURTH. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.    ","قرية جميرا (ش.ذ.م.م)","Trakhees","2019-04-09","قرية جميرا الدائرية","المشروع عبارة عن B+G+P+4+R)  بناية سكنية مع محلات تجارية في الطابق الأرضي  يقع في منطقة البرشا جنوب الرابعة  المشروع مصمم من هيكل خرساني وطابوق مع تشطيباته الداخلية والخارجية  "
"سلطة دبي للتطوير","FINISHED","واحة الجزيرة العقارية (ش.ذ.م.م)","921","عادي","فلل","451","داماك لاجونز - سانتوريني (1)","2025-07-29","بنك الإمارات دبي الوطني (ش.م.ع)","0","382891671","منجز","921","921","2022-01-06","1","458","DAMAC Lagoons","0","0","2","Al Hebiah Fifth","614684265","null","2","100","921","7","الحبيه الخامسة","2316","Project consists of 451 (G+1 & G+2) Villa Located in AL HEBIAH FIFTH, DUBAI. The Villas are designed to a concrete structure and block with internal and external finishes.","واحة الجزيرة العقارية (ش.ذ.م.م)","Dubai Development Authority (DDA)","2025-07-29","داماك لاغون","N/A"
"تراخيص","ACTIVE","قرية جميرا (ش.ذ.م.م)","102","عادي","مباني","441","ستونج ريزيدنس 2","null","مصرف ابوظبى الاسلامى","1","503784669","فعال","1287","296502955","2023-06-01","1","0","Jumeirah Village Circle","156","0","1","Al Barsha South Fourth","402564544","null","4","86","102","4","البرشاء جنوب الرابعة","2663","Residential Building  with retail -4 basements + Ground Floor + 10 Floors + Roof .The project designed to have a concrete structure and block with internal and external finishes.","قرية جميرا (ش.ذ.م.م)","Trakhees","null","قرية جميرا الدائرية","N/A"
"بلدية دبي","PENDING","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","465","روما 3 باي اس دي","2028-06-30","بنك دبي الاسلامي (شركة مساهمة عامة)","0","696396274","قيد التسجيل","1688","531307223","2025-07-01","1","0","Mohammed Bin Rashid AL Maktoum District 11","0","0","1","Wadi Al Safa 3","505851682","null","1","0","53873272","1","وادي الصفا 3","3459","B+G+6+R","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","مدينة محمد بن راشد آل مكتوم – ديستركت 11","B+G+6+R"
"سلطة دبي للتطوير","FINISHED","تيكوم للإستثمارات منطقة حرة- ذ.م.م","856","عادي","مباني","443","سكاى سنترال","2016-09-08","بنك المشرق (شركة مساهمة عامة)","1","10668322","منجز","29","29","2013-01-01","1","0","Barsha Heights","685","0","1","Al Thanyah First","362048282","null","2","100","856","33","الثنيه الأولى","1391","4 stars hotel located at AL-Thanya  first 59.Designed and costructes as 2B+G+27 floors levels building.The building is formed and costructed as a concrete structure with internal and external finishes","تيكوم للإستثمارات منطقة حرة- ذ.م.م","Dubai Development Authority (DDA)","2016-09-08","مرتفعات برشا","فندق 4 نجوم(2 سرداب +ارضي+27 دور متكرر(هيكل خرساني مع انهاءته الداخليةوالخارجية يقع في منطقةالثنية الاولى"
