permit_renewal_date,approval_date,total_area,application_type_arabic,parcel_id,application_id,building_count,load_timestamp,permit_no,application_type_english,application_status_arabic,project_no,application_submission_date,permit_date,application_status_english,building_type
"null","2022-04-20","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","3450897","1494476","0","2026-01-26 19:00:00","287560-62-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","287560","2022-04-19","2022-05-17","Permit Delivered","Multi Storey"
"null","2025-10-07","1580","تقديم نهائي \ تعديلات أو أضافات","3751564","1842072","0","2026-01-26 19:00:00","455331-2-1","Final-Adjustment/Addition","الرخصة مسلمة","455331","2025-09-30","2025-10-13","Permit Delivered","Private Villa"
"null","2009-11-25","0","الحصول على المنسوب المرجعي لمدخل المبنى","2812997","357746","0","2026-01-26 19:00:00","179127-1-2","Obtain the Gate Level of a Building Entrance","معتمدة","179127","2009-11-16","null","Approved","null"
"null","null","0","إلغاء  معاملة ترخيص","5991118","1320607","0","2026-01-26 19:00:00","151147-3-1","Permit Application Cancellation","معادة","151147","2019-09-15","null","RETURNED","null"
"null","2021-11-23","0","إستثناءات","9135572","1464916","0","2026-01-26 19:00:00","341792-12-1","Request for Exceptions","معتمدة","341792","2021-11-14","null","Approved","Private Villa"
"null","2012-06-12","0","الحصول على المنسوب المرجعي لمدخل المبنى","6821504","548920","0","2026-01-26 19:00:00","178000-2-2","Obtain the Gate Level of a Building Entrance","معتمدة","178000","2012-06-10","null","Approved","null"
"null","null","-9","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","6713383","284322","0","2026-01-26 19:00:00","151970-3-1","Adjustment and Addition Permit Simple (Consultant, contractor)","معاملة معادة ملغاة","151970","2008-12-24","null","Returned Application Cancelled","Private Villa"
"null","2023-05-22","0","الحصول على المنسوب المرجعي لمدخل المبنى","71114130","1584434","0","2026-01-26 19:00:00","402166-1-1","Obtain the Gate Level of a Building Entrance","معتمدة","402166","2023-05-22","null","Approved","null"
"null","null","0","تقديم نهائي \ تعديلات أو أضافات","3180169","1344404","0","2026-01-26 19:00:00","316497-28-2","Final-Adjustment/Addition","معاملة معادة ملغاة","316497","2020-01-16","null","Returned Application Cancelled","Multi Storey"
"null","2015-10-13","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","3944347","851678","0","2026-01-26 19:00:00","202157-2-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","202157","2015-10-12","2015-10-29","Permit Delivered","Investment Villa"
"null","2024-08-26","778","تقديم نهائي \ مبنى جديد","5210923","1709319","2","2026-01-26 19:00:00","433337-1-1","Final-New Building","الرخصة مسلمة","433337","2024-08-21","2024-09-06","Permit Delivered","Investment Villa"
"null","2012-06-24","-98","تقديم نهائي \ تعديلات أو أضافات","2812785","545387","0","2026-01-26 19:00:00","187353-9-1","Final-Adjustment/Addition","الرخصة مسلمة","187353","2012-06-10","2012-06-25","Permit Delivered","Private Villa"
"null","2014-06-03","0","الحصول على المنسوب المرجعي لمدخل المبنى","2410581","707452","0","2026-01-26 19:00:00","243354-2-1","Obtain the Gate Level of a Building Entrance","معتمدة","243354","2014-05-27","null","Approved","null"
"null","null","661","تقديم أولي \ مبنى جديد","2622994","6747","0","2026-01-26 19:00:00","5007-1-1","Preliminary-New Building","معاملة معادة ملغاة","5007","2006-03-06","null","Returned Application Cancelled","Public Building"
"null","null","736","تقديم أولي \ مبنى جديد","2811227","1369182","0","2026-01-26 19:00:00","355844-1-1","Preliminary-New Building","لا مانع من التقديم النهائي","355844","2020-06-16","null","No objection for final submission","Private Villa"
"null","null","237","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","2460361","549738","0","2026-01-26 19:00:00","216268-1-1","Adjustment and Addition Permit Simple (Owners)","معادة","216268","2012-07-14","null","RETURNED","Industrial Building"
"null","2015-03-22","265","تقديم نهائي \ مبنى جديد","6768458","776108","1","2026-01-26 19:00:00","259502-1-1","Final-New Building","الرخصة مسلمة","259502","2015-02-22","2015-03-26","Permit Delivered","Investment Villa"
"null","null","1060","تقديم نهائي \ مبنى جديد","6713675","394143","0","2026-01-26 19:00:00","147935-3-2","Final-New Building","معادة","147935","2010-04-26","null","RETURNED","Private Villa"
"null","2025-12-03","0","إستثناءات","3621041","1852097","0","2026-01-26 19:00:00","465534-1-1","Request for Exceptions","معتمدة","465534","2025-10-27","null","Approved","Private Villa"
"null","2000-09-10","0","تقديم نهائي \ تعديلات أو أضافات","2512477","75813","0","2026-01-26 19:00:00","73933-1-1","Final-Adjustment/Addition","الرخصة مسلمة","73933","2000-09-03","2000-09-18","Permit Delivered","null"
"null","2023-03-24","50","ترخيص الملاحق","2824730","1569692","0","2026-01-26 19:00:00","398892-1-1","Service block permitting","الرخصة مسلمة","398892","2023-03-17","2023-05-23","Permit Delivered","null"
"null","null","0","ترخيص اعمال ديكور عادى","1290171","1034929","0","2026-01-26 19:00:00","302313-1-2","Normal Decor Permit","معادة","302313","2017-02-21","null","RETURNED","Public Building"
"null","2025-01-23","522","تقديم نهائي \ مبنى جديد","3342193","1758727","2","2026-01-26 19:00:00","440993-3-2","Final-New Building","الرخصة مسلمة","440993","2025-01-16","2025-06-04","Permit Delivered","Investment Villa"
"null","null","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","2645014","1426457","0","2026-01-26 19:00:00","356067-5-2","Adjustment and Addition Permit Simple (Consultant, contractor)","معادة","356067","2021-04-15","null","RETURNED","Public Building"
"null","2014-06-01","25","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","6131404","705421","0","2026-01-26 19:00:00","245013-1-2","Adjustment and Addition Permit Simple (Owners)","الرخصة مسلمة","245013","2014-05-20","2014-06-08","Permit Delivered","Industrial Building"
"null","2021-11-17","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","2661797","1465409","0","2026-01-26 19:00:00","359922-2-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","359922","2021-11-16","2022-01-12","Permit Delivered","Private Villa"
"null","2022-03-08","0","إلغاء رخصة (قبل بدء العمل)","1127144","1485748","0","2026-01-26 19:00:00","374806-2-1","Permit Cancellation (before start of work)","معتمدة","374806","2022-03-07","null","Approved","null"
"null","2016-06-07","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","6731322","938864","0","2026-01-26 19:00:00","244251-19-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","244251","2016-06-06","2016-06-09","Permit Delivered","Floor Area Ratio"
"null","2025-03-06","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","3940723","1774524","0","2026-01-26 19:00:00","377764-35-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","377764","2025-03-04","2025-03-06","Permit Delivered","Private Villa"
"null","2017-02-14","0","إلغاء  معاملة ترخيص","2460356","1032134","0","2026-01-26 19:00:00","153939-5-1","Permit Application Cancellation","معتمدة","153939","2017-02-14","null","Approved","null"
"null","2025-11-03","0","إلغاء  معاملة ترخيص","6180496","1855502","0","2026-01-26 19:00:00","355028-22-1","Permit Application Cancellation","معتمدة","355028","2025-11-03","null","Approved","null"
"null","2009-06-09","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","5990450","322982","0","2026-01-26 19:00:00","152614-7-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","152614","2009-06-08","2009-06-11","Permit Delivered","Industrial Building"
"null","null","744","تقديم نهائي \ مبنى جديد","3760706","437156","0","2026-01-26 19:00:00","189751-2-1","Final-New Building","معادة","189751","2010-11-08","null","RETURNED","Private Villa"
"null","2018-10-30","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","7117705","1249779","0","2026-01-26 19:00:00","307466-3-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","307466","2018-10-29","2018-10-30","Permit Delivered","Private Villa"
"null","2024-09-05","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","4230948","1712293","0","2026-01-26 19:00:00","171832-17-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","171832","2024-09-04","2024-09-05","Permit Delivered","Private Villa"
"null","2025-07-01","0","طلب تصريح اشغال مؤقت للأراضي","4210770","1812026","0","2026-01-26 19:00:00","455576-1-2","Temporary permit to Occupy Parcel","الرخصة مسلمة","455576","2025-07-01","2025-07-07","Permit Delivered","null"
"null","2022-06-09","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","3479877","1502296","0","2026-01-26 19:00:00","302507-11-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","302507","2022-06-03","2022-06-11","Permit Delivered","Investment Villa"
"null","2018-05-30","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","3560243","1203305","0","2026-01-26 19:00:00","293062-11-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","293062","2018-05-17","2018-05-31","Permit Delivered","Investment Villa"
"null","2000-04-09","0","تقديم نهائي \ تعديلات أو أضافات","6120269","44691","0","2026-01-26 19:00:00","42811-1-1","Final-Adjustment/Addition","الرخصة مسلمة","42811","2000-03-25","2000-04-15","Permit Delivered","Public Building"
"null","2014-04-28","0","طلب مخططات البناء","6642669","699969","0","2026-01-26 19:00:00","244647-1-1","Apply for Buildings Drawings","معتمدة","244647","2014-04-27","null","Approved","null"
"null","2019-10-09","0","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","3324611","1325143","0","2026-01-26 19:00:00","348653-1-1","Adjustment and Addition Permit Simple (Owners)","معتمدة","348653","2019-10-05","null","Approved","Multi Storey"
"null","null","0","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","6820412","708667","0","2026-01-26 19:00:00","245134-2-1","Adjustment and Addition Permit Simple (Owners)","معادة","245134","2014-06-03","null","RETURNED","Private Villa"
"null","null","0","تصحيح بيانات بطاقة مبنى","3320650","1508129","1","2026-01-26 19:00:00","383718-1-2","Fixing Building Card Data","معادة","383718","2022-06-27","null","RETURNED","Private Villa"
"null","1996-08-11","0","تقديم نهائي \ تعديلات أو أضافات","6000151","47445","2","2026-01-26 19:00:00","45565-1-1","Final-Adjustment/Addition","الرخصة مسلمة","45565","1996-08-11","1996-08-17","Permit Delivered","Private Villa"
"null","null","475","تقديم نهائي \ مبنى جديد","2610212","176520","0","2026-01-26 19:00:00","137839-1-1","Final-New Building","معادة","137839","2007-04-02","null","RETURNED","Private Villa"
"null","2012-05-09","0","إلغاء  معاملة ترخيص","3731301","542120","0","2026-01-26 19:00:00","159464-19-1","Permit Application Cancellation","معتمدة","159464","2012-05-09","null","Approved","null"
"null","null","0","تقديم نهائي \ تعديلات أو أضافات","3761130","660152","0","2026-01-26 19:00:00","230341-4-1","Final-Adjustment/Addition","معادة","230341","2013-11-12","null","RETURNED","Private Villa"
"null","null","0","تقديم نهائي \ تعديلات أو أضافات","1150165","61648","0","2026-01-26 19:00:00","59768-1-1","Final-Adjustment/Addition","الرخصة مسلمة","59768","2006-01-23","null","Permit Delivered","null"
"null","2010-02-23","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","2812816","376680","0","2026-01-26 19:00:00","171016-4-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","171016","2010-02-13","2010-03-14","Permit Delivered","Private Villa"
